voiceID,duration[s],meanF0Hz,stdevF0Hz,HNR,CPPs,Jitter,Shimmer,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
1-a_n.wav,1.94836,274.4566374727961,2.331778008210995,22.137981265269655,16.260277941896717,-0.6889108095464969,-0.4517848221268236,-254.6251983642578,57.663883209228516,-49.2324104309082,-57.114864349365234,12.415800094604492,-12.992074966430664,-16.315685272216797,-5.1079487800598145,-23.002248764038086,-17.333477020263672,-35.26081848144531,-4.077249050140381,-10.640229225158691,-11.480055809020996
10-a_n.wav,2.1103,201.0158411169252,1.5997914787730303,20.24409519039969,17.405250568537934,-0.7555301182093209,-0.49675050742844906,-189.9947967529297,128.565673828125,-44.764732360839844,-0.7656663060188293,-15.17145824432373,14.282709121704102,-21.975332260131836,11.288406372070312,0.3506568968296051,-11.439119338989258,-3.879133701324463,-11.866300582885742,4.579582691192627,-6.88079833984375
100-a_n.wav,0.58502,113.56842713231055,0.9239053022069401,19.723532599395096,18.504169430780962,0.47001829167112374,-1.3135622393823003,-129.29299926757812,163.17308044433594,-33.981388092041016,-0.7244170904159546,-28.26078987121582,16.944002151489258,-36.49668502807617,20.10135269165039,15.805802345275879,4.828019142150879,-32.25699996948242,9.194382667541504,-32.296810150146484,12.962151527404785
1000-a_n.wav,1.1312,106.34425888979781,3.131061658293243,15.086799148162427,19.094549875781908,-0.3571158530478624,0.16957593883723443,-200.50650024414062,189.40692138671875,-33.244422912597656,-7.623778343200684,-13.85810375213623,19.956466674804688,-20.1520938873291,-21.903053283691406,10.14108943939209,-0.6465387940406799,7.1489434242248535,-12.454926490783691,-20.97235679626465,5.983424186706543
1002-a_n.wav,1.81562,88.49759906389596,1.0290813256450493,16.278284618576556,20.822490210415953,-0.8996563467976165,0.766902136477884,-131.9317626953125,144.87689208984375,-17.187131881713867,-31.693584442138672,1.6969518661499023,18.528703689575195,-12.79367446899414,0.977760374546051,13.123355865478516,-4.536440849304199,-3.7256133556365967,-17.156898498535156,-13.677262306213379,6.160030364990234
1003-a_n.wav,1.58746,138.00731491414547,1.0978344802661408,21.76242043882074,20.93577530785555,-1.8165793180769052,0.1845906650343245,-143.9764404296875,144.0109100341797,-42.607967376708984,-42.15938186645508,-1.7606208324432373,18.27257537841797,0.03448452800512314,-19.381399154663086,22.210477828979492,-18.520999908447266,-7.691848278045654,-21.527252197265625,-21.465906143188477,8.828817367553711
1004-a_n.wav,1.14072,95.7572639018501,0.8731680546100057,18.815059613021283,21.19420192907466,-1.400186315366593,0.5241381903174797,-153.66165161132812,130.04273986816406,-4.525650501251221,-22.342205047607422,6.8871941566467285,22.094282150268555,-17.87059783935547,17.084131240844727,0.875826358795166,0.25159135460853577,-17.852008819580078,-12.887883186340332,-6.813538074493408,3.0809078216552734
1005-a_n.wav,1.06466,92.22309949703721,0.42661761181447966,22.99653084945919,20.65393515077076,-1.4563724861981309,0.23379632925698055,-182.74179077148438,176.410400390625,-33.90748596191406,-23.57828712463379,-7.943475723266602,14.15469741821289,-10.61414909362793,-13.356537818908691,29.91668701171875,0.399789959192276,7.265613079071045,-21.903234481811523,-13.53466796875,4.860997200012207
1006-a_n.wav,1.87264,206.82483073968746,0.9888634062554207,23.548221320136186,17.78826138588463,-1.2683911489109814,-0.19527942533016984,-258.82489013671875,142.86573791503906,-64.11238861083984,-5.316489219665527,8.29259204864502,12.522005081176758,-21.402036666870117,6.2845778465271,-8.198407173156738,-8.293506622314453,-10.68624210357666,-14.646296501159668,-10.282317161560059,-11.567536354064941
1007-a_n.wav,1.53044,125.36512604182916,1.8846462724364523,18.964203260482304,21.354495598704993,-1.481585741452248,1.0902878681442385,-177.2365264892578,153.03884887695312,-49.0390739440918,-9.933636665344238,-4.258816719055176,-1.19968843460083,-0.19000189006328583,-15.558469772338867,11.9094820022583,-19.691661834716797,-12.853123664855957,-3.8320534229278564,-15.163114547729492,-0.1911955028772354
