voiceID,meanF0Hz,stdevF0Hz,HNR,CPPs,JitterPCA,ShimmerPCA,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
1-a_n.wav,274.4599069178484,2.335414547808669,22.992152021597004,16.8665300503971,-0.7897739333028968,-0.4363742409209563,-206.1845245361328,100.7474365234375,-48.74988555908203,-60.31029510498047,7.789660453796387,-12.493029594421387,-18.966552734375,-16.96623992919922,-30.760560989379883,-14.640265464782715,-32.84393310546875,-0.9537075757980347,-11.28559398651123,-12.428281784057617
10-a_n.wav,201.01582906584565,1.6018000765617861,21.085887993362586,18.173166524342342,-0.7718842802690594,-0.5031219702305011,-167.3723602294922,162.3867950439453,-50.942840576171875,-2.951049327850342,-22.69977569580078,9.902145385742188,-24.187814712524414,7.445737361907959,-1.9088029861450195,-14.626644134521484,-3.962864637374878,-14.063535690307617,4.110190391540527,-10.55328369140625
100-a_n.wav,113.5683911609963,0.9237358917079987,22.04204085285609,18.989145390291547,0.43999313594838196,-1.2913595863133718,-159.1537322998047,176.47195434570312,-35.56343078613281,1.730390191078186,-25.78896141052246,19.69942855834961,-30.573955535888672,24.44683265686035,17.625242233276367,7.838844299316406,-23.934772491455078,15.790492057800293,-30.7065486907959,15.988224983215332
1000-a_n.wav,106.34449346924008,3.1308214542886996,18.90458092681449,20.10227801785186,-0.36253963486807,0.17535446082493075,-240.18075561523438,196.9620819091797,-32.42121887207031,-6.093225479125977,-6.584063529968262,24.87097930908203,-18.12552261352539,-19.152292251586914,17.985172271728516,2.3733742237091064,10.259502410888672,-10.535884857177734,-14.651888847351074,10.678232192993164
1002-a_n.wav,88.49746894838327,1.028905337186477,19.19906773841861,21.82823088862592,-0.9253152645454076,0.7745653018583963,-194.5242156982422,151.5694122314453,-12.765626907348633,-29.287940979003906,9.089094161987305,19.051523208618164,-9.59773063659668,5.100378036499023,23.024938583374023,-2.756986618041992,1.8580540418624878,-15.135571479797363,-4.980629920959473,8.343375205993652
1003-a_n.wav,138.00734268686756,1.0978027249621174,24.929393864912818,22.023822189169618,-1.8376309126146426,0.19047268001815013,-151.1915283203125,164.0868377685547,-43.716331481933594,-40.86900329589844,4.668674468994141,20.010887145996094,1.3384259939193726,-17.203006744384766,29.77820587158203,-17.304641723632812,-3.829294204711914,-19.14073371887207,-13.145881652832031,11.492807388305664
1004-a_n.wav,95.75729860864365,0.8731086103959665,22.883309650181463,22.74773928707114,-1.4184665039849695,0.5304715277398879,-207.2847137451172,137.8134765625,-1.035191297531128,-19.546960830688477,14.75969123840332,23.867021560668945,-14.935811996459961,22.436128616333008,8.34770393371582,0.44249245524406433,-14.040497779846191,-11.57046890258789,-1.056249737739563,4.031042575836182
1005-a_n.wav,92.22337035344214,0.4264954680300443,24.712515179690016,21.919467180143453,-1.475214789391527,0.24120836836336768,-236.37501525878906,181.46731567382812,-29.829275131225586,-24.038183212280273,1.8514437675476074,15.897789001464844,-8.837693214416504,-10.556427955627441,41.07176971435547,3.0737762451171875,12.30270004272461,-18.731164932250977,-6.19564151763916,8.57748794555664
1006-a_n.wav,206.8237463580235,0.9895935174273519,25.530813734294373,19.067119224892195,-1.276098309224062,-0.1873941190144226,-225.2067413330078,180.85769653320312,-73.78689575195312,-5.9452104568481445,4.6906890869140625,11.617744445800781,-24.281566619873047,3.7680554389953613,-9.362896919250488,-8.46134090423584,-12.233976364135742,-16.9157657623291,-10.720364570617676,-11.991835594177246
1007-a_n.wav,125.36504487844783,1.884692143466514,22.016544189651597,22.698818860108474,-1.5064658435345613,1.0945279849171994,-199.0684814453125,170.2333526611328,-45.25467300415039,-5.331730365753174,3.1198947429656982,3.5007050037384033,6.71745491027832,-11.13923168182373,19.15032196044922,-16.971900939941406,-4.8486528396606445,0.9751490950584412,-7.922699928283691,3.6216397285461426
1008-a_n.wav,124.64900250499888,0.9929388492153258,27.981487142483232,21.859198029585528,-1.4972469332899199,-0.002377014055529378,-265.50994873046875,189.05960083007812,8.835522651672363,-31.964244842529297,6.258535861968994,15.006148338317871,-10.95227336883545,-5.968802452087402,22.782495498657227,2.5021209716796875,-3.742432117462158,-6.95869255065918,-12.135967254638672,17.12928009033203
1009-a_n.wav,151.90486901112388,1.1519334313302103,25.67435102579943,21.66723099692468,-1.5431001037318928,0.35340678289231936,-247.3990478515625,167.26412963867188,-47.769020080566406,-48.63615036010742,1.1911637783050537,12.704444885253906,-26.77288246154785,20.535221099853516,8.742524147033691,1.0933820009231567,-13.234450340270996,-23.074783325195312,5.797162055969238,-4.1023383140563965
1010-a_n.wav,134.11545031143783,0.6017649595803723,28.365320251598543,23.630482226323846,-2.10250558997356,0.4132803718578819,-252.64918518066406,191.0852508544922,-44.88289260864258,-49.490211486816406,-33.161495208740234,26.19999885559082,-23.375715255737305,-1.4742780923843384,18.386219024658203,-1.3973361253738403,-4.051365852355957,-14.595491409301758,-17.661638259887695,13.022880554199219
1011-a_n.wav,119.28371283660991,1.1772078479389811,25.26287757139918,21.398527659902722,-1.4243341897423456,-0.07591125458702379,-170.08387756347656,171.23265075683594,-48.76005935668945,2.421844005584717,-9.362378120422363,18.98310089111328,-10.743072509765625,5.134768009185791,23.43177604675293,1.717686653137207,-21.921865463256836,8.848848342895508,-21.807090759277344,11.530884742736816
1012-a_n.wav,151.162115126266,2.771399714707082,29.71068205630142,23.83491576612247,-2.566658953766417,0.682694320505415,-133.39569091796875,156.62188720703125,-32.43173599243164,-49.01019287109375,1.8259685039520264,3.2712490558624268,-25.799365997314453,7.011943817138672,8.12169075012207,4.05352258682251,-7.907851696014404,-19.905574798583984,-4.808539867401123,-12.399310111999512
1013-a_n.wav,104.2134386438488,0.5927911256129991,28.2245194328041,26.445306029599067,-2.338365487646351,0.6173409013273032,-170.30767822265625,161.18226623535156,-43.82600402832031,-39.379310607910156,-12.67609977722168,9.465529441833496,-12.183684349060059,-17.093481063842773,35.94912338256836,4.954284191131592,2.9913363456726074,-12.244561195373535,-13.760583877563477,-1.2848162651062012
1014-a_n.wav,77.99241730223723,2.127906055147196,21.687339408587857,20.75744944044557,-1.7597317568477888,0.6371821512548052,-294.5855407714844,193.43077087402344,-47.381324768066406,-29.768747329711914,-19.387685775756836,25.892366409301758,-18.955942153930664,7.305844783782959,34.700496673583984,10.106584548950195,-6.124187469482422,-11.477863311767578,-21.60824203491211,19.916915893554688
1015-a_n.wav,146.60447238661783,1.5200670761801347,24.67558920284196,18.35123483498614,-0.8283583395827114,-0.3347545213911432,-184.8003692626953,201.94776916503906,-26.000886917114258,-33.28070068359375,-25.404199600219727,4.323762893676758,-8.058449745178223,-5.070256233215332,21.45107650756836,-3.4314494132995605,1.6489378213882446,-10.386727333068848,-12.883381843566895,6.647771835327148
