FileName	CPPvoiceDet	CPPNOvoiceDet	Pitch	CPPfoVoiceDet
voice001	18.43784753085237	18.44762727038937	128.3802345632704	127.80157951671367
voice010	17.98479319032341	17.995869612718533	117.55986077810061	115.60194286286348
voice100	12.101030256672416	12.048478902647108	72.21316514094987	197.8576442392343
voice101	13.054907778383582	13.0582053080653	81.58020846956005	196.6366276212716
voice102	14.1494258661802	14.078758617444864	95.76337994399549	96.5935590065897
voice103	10.324892837285057	10.292983685945043	220.52745594546693	251.77348536747746
voice104	8.983670910933125	8.298898867306562	213.24928231046084	247.20866665682803
voice105	6.970414677512497	5.007450056602514	169.33061003038276	253.9739353161888
voice106	13.923150760979476	13.92809722353996	231.44109428161045	228.07898652174768
voice107	12.818784639048788	12.850890950589722	230.6943003217632	230.20176394828152
voice108	12.128101886890022	12.123315013739386	230.29936580407417	231.704226556872
voice109	8.826662379837172	8.840567849768368	225.1784920302342	229.4480782963748
voice011	17.45488800259253	17.43575222338673	117.47636465299895	117.6421653143819
voice110	8.997489679434176	8.99212976223237	225.51244727294971	224.2237645880971
voice111	9.030386892578202	9.013491561149888	219.3575825036367	226.46817571533387
voice112	12.63025897419332	12.63025897419332	80.08909359058757	159.98776334249405
voice113	12.928525189404287	12.928525189404287	79.80859823614593	80.36649964279422
voice114	13.142131263394766	13.142131263394766	79.80255452456696	79.65354025197175
voice115	16.059610889035486	16.05296770791755	229.30037048990124	224.53824092280237
voice116	16.77761662064661	16.80800021982113	228.28887810695397	226.72156148380975
voice117	16.939048694036774	17.009349086148855	228.29798173159529	230.32153353647746
voice118	13.365839874816805	13.34024420956305	212.7082568896547	211.66786435374854
voice119	12.494843404040095	12.502266312901018	212.57561263451373	211.30094598756992
voice012	17.125667449530273	17.052454169977985	117.1905737414218	117.44092166010098
voice120	12.45298734590089	12.427444115760162	212.5209865633061	214.20789167178657
voice121	12.721618965871945	12.717645257916356	237.25549001648926	236.26651584082913
voice122	12.687180128718122	12.710401221456396	237.02323943173556	118.32802917257797
voice123	12.450256015762918	12.435038403381506	236.96583000975707	116.92879939290745
voice124	15.176624851503288	15.10798082243386	219.5789015576268	219.44527174259372
voice125	15.172567740112886	15.135188229071247	219.78625284101858	219.2851235421838
voice126	15.57784741511567	15.587757426231272	220.4369522015293	217.96958681742433
voice127	12.923709464247585	12.885058867861499	214.08091642672946	215.05770602593418
voice128	12.918960283223424	12.93033749659949	213.70388893452565	216.5776128463479
voice129	12.60137234949812	12.76899589169658	213.16702159327588	215.31309817874657
voice013	20.86205981297537	21.06403581275786	156.57921780176062	157.54512701261103
voice130	16.506450121087283	16.5013507763544	216.16598328230597	216.32118830865107
voice131	16.52655675789208	16.546278888053916	216.71350861700316	219.8771344427942
voice132	17.269449934770886	17.314983597227396	216.858050688712	214.2954929371636
